27.16782751,-142.0275058,-35.38517249,-73.40450581,-94.84117249,-67.34850581,-94.80617249,27.16049419,5.790827509,-15.58650581,19.55682751,-75.02250581,80.52682751,4.280494187,162.8338275,-13.97350581,-46.01217249,139.9434942,42.38882751,124.6964942
27.16782751,-142.0275058,-35.38517249,-73.40450581,-94.84117249,-67.34850581,-94.80617249,27.16049419,5.790827509,-15.58650581,19.55682751,-75.02250581,80.52682751,4.280494187,162.8338275,-13.97350581,-46.01217249,139.9434942,42.38882751,124.6964942
27.12682751,-140.5445058,-38.38217249,-71.93650581,-96.28417249,-65.88350581,-93.28717249,28.68049419,7.329827509,-17.08550581,17.99682751,-74.97550581,80.51982751,5.769494187,162.7948275,-13.93150581,-46.01517249,135.3684942,39.34382751,118.5904942
27.07882751,-140.5215058,-39.92817249,-71.91750581,-96.29517249,-65.87950581,-93.28717249,31.68149419,8.883827509,-17.08550581,14.99582751,-74.94950581,78.97682751,5.814494187,161.2168275,-10.97750581,-46.01517249,135.3684942,39.34382751,118.5904942
25.64982751,-140.5085058,-39.92817249,-71.91150581,-96.33317249,-65.80850581,-93.28717249,33.19949419,8.883827509,-17.08550581,14.99582751,-74.94950581,78.96282751,7.294494187,161.2168275,-9.415505813,-46.00717249,135.3684942,39.34382751,118.5904942
25.61482751,-140.5015058,-38.38217249,-71.91150581,-96.33717249,-64.37350581,-96.28917249,33.25649419,8.883827509,-13.96750581,16.54882751,-74.97550581,78.96282751,7.311494187,161.2168275,-4.892505813,-45.98317249,139.9314942,40.90082751,123.1604942
25.59382751,-140.5015058,-36.89617249,-71.91150581,-96.34517249,-64.36650581,-103.8901725,34.70549419,2.783827509,-4.895505813,16.54882751,-75.00850581,78.97682751,7.312494187,161.3348275,-3.344505813,-44.49717249,141.4674942,40.90282751,124.6844942
25.58582751,-140.5085058,-36.88117249,-71.94250581,-97.81717249,-64.36550581,-106.9411725,34.79649419,2.723827509,-1.755505813,18.04882751,-76.47950581,79.02282751,7.312494187,162.8018275,-3.335505813,-44.48117249,147.5594942,46.95182751,132.2984942
25.58582751,-140.5285058,-33.81317249,-73.46450581,-96.34517249,-64.34750581,-111.5381725,36.28349419,-1.811172491,5.831494187,28.65082751,-76.55650581,79.02282751,7.311494187,162.8018275,-3.335505813,-44.45917249,149.0824942,48.50682751,132.3234942
25.58582751,-140.5415058,-33.79317249,-73.46550581,-96.34517249,-64.34750581,-116.0871725,36.33949419,-7.866172491,10.43049419,28.68082751,-78.03250581,79.02282751,7.288494187,162.8168275,-3.335505813,-44.45917249,152.1294942,51.51882751,136.8814942
25.61582751,-140.5485058,-33.78517249,-74.90050581,-96.34517249,-64.34650581,-119.1501725,37.79949419,-9.407172491,16.45049419,28.71682751,-78.04750581,79.02282751,5.823494187,162.8328275,-3.335505813,-44.45917249,155.1814942,51.57082751,139.9134942
25.61582751,-140.5495058,-33.79317249,-73.46550581,-97.83817249,-64.34650581,-122.2271725,37.84949419,-10.98117249,22.53749419,28.72982751,-78.03250581,79.02282751,5.823494187,162.8328275,-3.335505813,-44.47017249,155.1834942,51.57082751,139.9134942
25.62882751,-142.0205058,-33.79317249,-73.46550581,-97.83917249,-64.34650581,-128.2931725,43.86749419,-15.50317249,30.16249419,28.72982751,-78.04750581,83.55282751,7.278494187,162.8778275,-3.359505813,-44.47317249,158.2234942,51.57082751,142.9604942
25.63782751,-142.0285058,-33.79417249,-73.45850581,-97.83917249,-64.31150581,-129.8421725,45.35649419,-20.08117249,34.76349419,28.72982751,-78.04750581,86.56082751,7.278494187,164.3108275,-3.368505813,-46.00117249,158.2234942,51.52282751,142.9604942
27.06282751,-142.0455058,-33.84317249,-73.44550581,-97.84117249,-64.31150581,-131.3651725,45.38649419,-20.08717249,45.35949419,28.65982751,-78.01550581,86.56082751,7.285494187,164.3108275,-3.368505813,-46.02817249,155.1834942,45.46082751,136.8834942
27.08282751,-142.0485058,-33.84417249,-73.44050581,-97.83917249,-64.30950581,-132.9221725,45.43949419,-20.10417249,48.54449419,28.65282751,-76.54750581,86.56082751,7.289494187,164.3108275,-3.384505813,-47.53317249,141.4664942,39.35882751,123.1734942
27.10382751,-142.0515058,-33.84417249,-73.42450581,-97.83917249,-64.30950581,-134.4501725,45.44249419,-23.17917249,57.69549419,28.65282751,-76.50050581,86.56282751,7.302494187,164.3108275,-3.384505813,-47.53317249,133.8364942,37.83082751,110.9664942
27.13282751,-142.0515058,-33.84917249,-71.95050581,-97.84117249,-64.30950581,-135.9411725,45.45049419,-27.72917249,68.31049419,28.65282751,-76.50050581,86.56182751,7.308494187,162.8748275,-3.384505813,-47.53717249,126.2214942,37.83082751,106.3904942
27.17382751,-142.0515058,-33.84417249,-73.42450581,-97.84117249,-64.29250581,-137.4641725,45.45049419,-32.25217249,72.91149419,28.65282751,-76.50650581,86.55882751,7.334494187,162.8728275,-3.355505813,-47.55317249,126.2214942,37.82282751,106.3904942
27.18582751,-142.0515058,-33.83417249,-73.40750581,-97.83617249,-64.29250581,-138.9791725,45.44849419,-33.82017249,83.51149419,28.66282751,-76.50650581,86.55882751,7.348494187,162.8718275,-3.329505813,-47.56017249,126.2214942,37.83082751,106.3904942
27.19282751,-142.0505058,-32.34617249,-73.40750581,-96.34317249,-64.29250581,-138.9801725,45.44849419,-42.94317249,88.11749419,28.72682751,-76.55250581,85.07082751,8.798494187,162.8168275,-3.313505813,-49.04317249,130.7864942,39.31082751,109.4434942
27.21182751,-142.0425058,-32.33117249,-73.41650581,-96.30517249,-64.29750581,-138.9801725,45.39949419,-44.45717249,95.80749419,30.24382751,-76.55950581,83.52282751,8.805494187,162.7638275,-3.303505813,-49.08517249,132.3144942,39.31782751,118.5904942
28.61282751,-140.5555058,-32.28417249,-73.42950581,-96.30017249,-64.30750581,-138.9791725,45.39849419,-46.02317249,106.3494942,31.71782751,-76.55950581,82.00682751,8.816494187,161.3018275,-3.270505813,-52.12617249,141.4594942,39.31782751,120.1154942
28.62582751,-140.5515058,-32.22917249,-73.42950581,-94.82717249,-64.35350581,-135.9221725,45.39449419,-49.07917249,110.9794942,31.73782751,-76.55250581,80.49882751,8.833494187,161.2738275,-3.267505813,-55.14917249,144.5204942,39.31782751,124.6874942
28.66282751,-140.5285058,-30.78817249,-73.44350581,-94.82217249,-64.37650581,-132.8821725,45.39449419,-56.66817249,120.0964942,33.26982751,-76.54250581,78.97882751,8.842494187,159.7528275,-1.882505813,-56.66617249,146.0254942,39.30782751,126.2244942
28.68782751,-139.0505058,-30.78817249,-73.44350581,-94.81117249,-65.80450581,-129.8201725,45.39449419,-61.25217249,130.7294942,33.26982751,-76.53350581,77.50482751,8.892494187,159.7098275,-1.882505813,-56.66617249,146.0304942,39.30782751,127.7384942
28.73382751,-139.0405058,-32.22917249,-73.42950581,-94.80917249,-65.80650581,-129.7681725,45.37849419,-61.25217249,130.7294942,31.71782751,-76.50550581,77.41782751,8.902494187,158.2418275,-1.872505813,-56.66617249,146.0254942,34.79282751,127.7384942
28.76882751,-139.0175058,-32.28717249,-73.42850581,-94.79917249,-65.80650581,-129.7681725,45.36149419,-61.25217249,130.7294942,28.70782751,-75.00550581,77.41782751,8.902494187,158.2418275,-1.872505813,-55.15017249,146.0254942,34.78582751,124.6874942
