SpineBase.x,SpineBase.y,SpineBase.z,state,SpineMid.x,SpineMid.y,SpineMid.z,state,SpineShoulder.x,SpineShoulder.y,SpineShoulder.z,state,Neck.x,Neck.y,Neck.z,state,Head.x,Head.y,Head.z,state,ShoulderLeft.x,ShoulderLeft.y,ShoulderLeft.z,state,ElbowLeft.x,ElbowLeft.y,ElbowLeft.z,state,WristLeft.x,WristLeft.y,WristLeft.z,state,HandLeft.x,HandLeft.y,HandLeft.z,state,HandTipLeft.x,HandTipLeft.y,HandTipLeft.z,state,ThumbLeft.x,ThumbLeft.y,ThumbLeft.z,state,ShoulderRight.x,ShoulderRight.y,ShoulderRight.z,state,ElbowRight.x,ElbowRight.y,ElbowRight.z,state,WristRight.x,WristRight.y,WristRight.z,state,HandRight.x,HandRight.y,HandRight.z,state,HandTipRight.x,HandTipRight.y,HandTipRight.z,state,ThumbRight.x,ThumbRight.y,ThumbRight.z,state,HipLeft.x,HipLeft.y,HipLeft.z,state,KneeLeft.x,KneeLeft.y,KneeLeft.z,state,AnkleLeft.x,AnkleLeft.y,AnkleLeft.z,state,FootLeft.x,FootLeft.y,FootLeft.z,state,HipRight.x,HipRight.y,HipRight.z,state,KneeRight.x,KneeRight.y,KneeRight.z,state,AnkleRight.x,AnkleRight.y,AnkleRight.z,state,FootRight.x,FootRight.y,FootRight.z,state
-0.260558,-0.416626,1.86625,tracked,-0.30223,-0.109385,1.82742,tracked,-0.330521,0.115885,1.78996,tracked,-0.339043,0.189335,1.77448,tracked,-0.344334,0.318886,1.73577,tracked,-0.452157,0.0912256,1.68093,tracked,-0.509711,-0.0612667,1.57242,tracked,-0.548735,-0.0323131,1.39984,tracked,-0.583913,-0.041068,1.37581,tracked,-0.635313,-0.0792479,1.31381,tracked,-0.631053,-0.0252736,1.36304,tracked,-0.142407,0.128478,1.81428,tracked,0.0271395,0.0354776,1.77556,tracked,0.0683389,-0.0585819,1.58303,tracked,0.053021,-0.139122,1.46586,tracked,0.0703262,-0.183721,1.43042,tracked,-0.0226117,-0.137842,1.48379,tracked,-0.32903,-0.41953,1.80949,tracked,-0.343088,-0.721623,1.84313,tracked,-0.324656,-1.02598,1.98197,tracked,-0.272437,-1.08938,1.89257,inferred,-0.182607,-0.398671,1.85552,tracked,-0.127975,-0.706808,1.85147,tracked,-0.0945527,-1.01168,1.98656,tracked,-0.0422434,-1.07114,1.89457,tracked
-0.259159,-0.4167,1.86572,tracked,-0.301098,-0.109174,1.82726,tracked,-0.329679,0.11623,1.79004,tracked,-0.338298,0.189708,1.77463,tracked,-0.340674,0.319468,1.735,tracked,-0.450858,0.0896098,1.68174,tracked,-0.507397,-0.0512135,1.55688,tracked,-0.574561,-0.0817188,1.41208,tracked,-0.591652,-0.0459667,1.36519,tracked,-0.63405,-0.0730022,1.29903,tracked,-0.623448,-0.0226623,1.36518,tracked,-0.140135,0.128829,1.81366,tracked,0.0286381,0.0359876,1.77495,tracked,0.0675082,-0.0556922,1.58075,tracked,0.0568696,-0.133935,1.45108,tracked,0.0723199,-0.177569,1.4172,tracked,-0.0195737,-0.138269,1.47898,tracked,-0.327889,-0.419546,1.80892,tracked,-0.342851,-0.721715,1.84299,tracked,-0.324463,-1.02605,1.98189,tracked,-0.272741,-1.08966,1.89238,inferred,-0.180998,-0.398802,1.85505,tracked,-0.126838,-0.706539,1.85122,tracked,-0.0941011,-1.01142,1.98644,tracked,-0.0424008,-1.07123,1.89438,tracked
-0.258181,-0.416598,1.86531,tracked,-0.298848,-0.108887,1.82665,tracked,-0.326472,0.11667,1.78938,tracked,-0.334797,0.190186,1.77393,tracked,-0.337849,0.319953,1.73567,tracked,-0.44985,0.0886197,1.68275,tracked,-0.503773,-0.0499373,1.56828,tracked,-0.525458,-0.0221164,1.40814,tracked,-0.579231,-0.0374917,1.37287,tracked,-0.629413,-0.0758742,1.30812,tracked,-0.634228,-0.0194112,1.374,tracked,-0.136859,0.128752,1.81408,tracked,0.0291062,0.03628,1.77497,tracked,0.067109,-0.0541856,1.58,tracked,0.0527605,-0.133421,1.45658,tracked,0.0668361,-0.18088,1.42334,tracked,-0.0196683,-0.138366,1.48129,tracked,-0.327013,-0.419393,1.80854,tracked,-0.342426,-0.722248,1.84291,tracked,-0.324178,-1.02617,1.98263,tracked,-0.272879,-1.09009,1.8932,inferred,-0.179973,-0.398755,1.85461,tracked,-0.126208,-0.706652,1.85106,tracked,-0.0940728,-1.01146,1.98656,tracked,-0.0429121,-1.07154,1.8944,tracked
-0.256875,-0.416482,1.86487,tracked,-0.298023,-0.108652,1.82676,tracked,-0.325903,0.116983,1.78984,tracked,-0.334298,0.190534,1.77453,tracked,-0.334871,0.320749,1.73644,tracked,-0.449027,0.0879826,1.68328,tracked,-0.501899,-0.0433488,1.56033,tracked,-0.529272,-0.0205176,1.40037,tracked,-0.579913,-0.0370835,1.37279,tracked,-0.63047,-0.0739248,1.31064,tracked,-0.622163,-0.0197482,1.36965,tracked,-0.134441,0.128854,1.81457,tracked,0.0205066,0.0253764,1.69691,tracked,0.0716913,-0.0678646,1.54804,tracked,0.0525846,-0.133569,1.45446,tracked,0.0712951,-0.183394,1.42471,tracked,-0.0180045,-0.13961,1.48075,tracked,-0.32582,-0.419242,1.80812,tracked,-0.341466,-0.723138,1.84296,tracked,-0.323925,-1.02675,1.98333,tracked,-0.272951,-1.0911,1.89423,inferred,-0.178618,-0.398675,1.85414,tracked,-0.125548,-0.706811,1.85102,tracked,-0.0935758,-1.01122,1.98736,tracked,-0.0425649,-1.07166,1.89552,tracked
-0.25665,-0.416433,1.86478,tracked,-0.297638,-0.108494,1.8269,tracked,-0.325413,0.117259,1.79029,tracked,-0.333789,0.190849,1.77511,tracked,-0.332185,0.321323,1.73747,tracked,-0.448446,0.0876355,1.68372,tracked,-0.498625,-0.044475,1.56958,tracked,-0.525846,-0.0215507,1.40959,tracked,-0.576436,-0.0361511,1.37431,tracked,-0.627201,-0.0740442,1.31005,tracked,-0.617205,-0.0173074,1.3671,tracked,-0.132455,0.129153,1.81603,tracked,0.0214104,0.0255488,1.69695,tracked,0.0695722,-0.0683325,1.54374,tracked,0.0494668,-0.132725,1.45466,tracked,0.0688403,-0.182825,1.42217,tracked,-0.020672,-0.138219,1.48287,tracked,-0.325539,-0.419136,1.80798,tracked,-0.340595,-0.72434,1.84372,tracked,-0.323322,-1.02704,1.98588,tracked,-0.272226,-1.09194,1.89762,inferred,-0.178451,-0.398667,1.85409,tracked,-0.125301,-0.707097,1.85118,tracked,-0.0937165,-1.01119,1.98822,tracked,-0.0426188,-1.07187,1.89673,tracked
-0.254474,-0.41607,1.86419,tracked,-0.291972,-0.107722,1.82508,tracked,-0.316749,0.11834,1.78724,tracked,-0.324079,0.192012,1.77154,tracked,-0.327794,0.322304,1.73703,tracked,-0.442569,0.0897865,1.67829,tracked,-0.496655,-0.0457778,1.57118,tracked,-0.524207,-0.0219314,1.41139,tracked,-0.57518,-0.0358271,1.37307,tracked,-0.623778,-0.0724986,1.30576,tracked,-0.619798,-0.0173339,1.37363,tracked,-0.128123,0.129063,1.81583,tracked,0.0238472,0.024276,1.69524,tracked,0.0690195,-0.0680946,1.54294,tracked,0.045626,-0.131647,1.45637,tracked,0.0696279,-0.187569,1.42106,tracked,-0.023522,-0.134447,1.47751,tracked,-0.322805,-0.418534,1.80727,tracked,-0.33974,-0.724676,1.84266,tracked,-0.323206,-1.02698,1.98565,tracked,-0.270723,-1.09146,1.89792,inferred,-0.176851,-0.398507,1.85361,tracked,-0.123309,-0.707089,1.8505,tracked,-0.093125,-1.01111,1.98795,tracked,-0.0408877,-1.07141,1.89693,tracked
-0.251309,-0.416061,1.86231,tracked,-0.288101,-0.107638,1.82257,tracked,-0.313008,0.118439,1.78451,tracked,-0.320473,0.192101,1.76877,tracked,-0.323601,0.322723,1.73512,tracked,-0.436349,0.0903534,1.67411,tracked,-0.494242,-0.0467669,1.57217,tracked,-0.524502,-0.0225302,1.41298,tracked,-0.57053,-0.0359032,1.37025,tracked,-0.619357,-0.0712448,1.30458,tracked,-0.615382,-0.0157623,1.36727,tracked,-0.123879,0.129195,1.81324,tracked,0.0265574,0.0229712,1.69194,tracked,0.0654005,-0.0689739,1.53597,tracked,0.0438379,-0.127905,1.44856,tracked,0.0632121,-0.180023,1.41752,tracked,-0.0221311,-0.138188,1.48697,tracked,-0.319764,-0.418266,1.80549,tracked,-0.338308,-0.724827,1.84093,tracked,-0.324092,-1.02532,1.98752,tracked,-0.27136,-1.091,1.90162,tracked,-0.173708,-0.398757,1.85163,tracked,-0.121079,-0.707948,1.85013,tracked,-0.0933651,-1.01015,1.99158,tracked,-0.0407946,-1.07168,1.90235,tracked
-0.249287,-0.415781,1.86239,tracked,-0.285949,-0.10754,1.82254,tracked,-0.310989,0.118382,1.78442,tracked,-0.318531,0.191991,1.76865,tracked,-0.320685,0.323067,1.7351,tracked,-0.434615,0.0904636,1.67359,tracked,-0.492849,-0.0474098,1.57256,tracked,-0.521514,-0.022558,1.41314,tracked,-0.567186,-0.036158,1.37338,tracked,-0.618853,-0.073795,1.31105,tracked,-0.615043,-0.018386,1.36702,tracked,-0.120493,0.12943,1.81404,tracked,0.0286548,0.0227003,1.69151,tracked,0.0617059,-0.0703318,1.53171,tracked,0.0399101,-0.127618,1.45642,tracked,0.0614254,-0.183109,1.42295,tracked,-0.0299323,-0.135071,1.49427,tracked,-0.317494,-0.41782,1.80553,tracked,-0.337426,-0.724307,1.8404,tracked,-0.323033,-1.0258,1.9851,tracked,-0.27019,-1.09085,1.89846,inferred,-0.172008,-0.398636,1.85174,tracked,-0.119697,-0.708296,1.85007,tracked,-0.0922481,-1.01103,1.99052,tracked,-0.0396613,-1.07228,1.90099,tracked
-0.248405,-0.415376,1.86345,tracked,-0.284561,-0.107048,1.82352,tracked,-0.309246,0.118937,1.78534,tracked,-0.316684,0.192561,1.76955,tracked,-0.318643,0.323207,1.73589,tracked,-0.433662,0.0908412,1.67369,tracked,-0.48467,0.00152102,1.52161,tracked,-0.564402,-0.0931061,1.42001,inferred,-0.583147,-0.0476762,1.36717,tracked,-0.622738,-0.0724768,1.30322,tracked,-0.609639,-0.0205372,1.37184,tracked,-0.118055,0.129842,1.81676,tracked,0.0314147,0.0210389,1.69673,tracked,0.0594797,-0.0724894,1.52908,tracked,0.0364409,-0.126545,1.45874,tracked,0.0563976,-0.178775,1.43012,tracked,-0.0288427,-0.128805,1.484,tracked,-0.316421,-0.417375,1.80634,tracked,-0.336495,-0.724606,1.84097,tracked,-0.321915,-1.02527,1.98721,tracked,-0.268478,-1.09053,1.90135,tracked,-0.171339,-0.398285,1.85312,tracked,-0.118788,-0.70826,1.8503,tracked,-0.0909555,-1.01154,1.98961,tracked,-0.0378883,-1.07223,1.89981,inferred
-0.245956,-0.4155,1.86297,tracked,-0.281694,-0.107283,1.82321,tracked,-0.306221,0.118601,1.7852,tracked,-0.313631,0.192188,1.76946,tracked,-0.315725,0.323106,1.73548,tracked,-0.43047,0.0905146,1.67285,tracked,-0.479079,-0.0479203,1.58131,tracked,-0.508323,-0.0255566,1.42159,tracked,-0.563292,-0.0385654,1.37581,tracked,-0.614045,-0.0757851,1.30851,tracked,-0.60759,-0.0237435,1.37317,tracked,-0.114234,0.129409,1.81583,tracked,0.0342145,0.0200726,1.69497,tracked,0.0572985,-0.072722,1.52545,tracked,0.0349106,-0.122765,1.45759,tracked,0.0537512,-0.17748,1.4288,tracked,-0.0330869,-0.127435,1.48773,tracked,-0.314223,-0.417381,1.80588,tracked,-0.33576,-0.724449,1.84065,tracked,-0.321609,-1.02516,1.98684,tracked,-0.268372,-1.09052,1.90096,tracked,-0.168747,-0.398538,1.85258,tracked,-0.116225,-0.709511,1.85087,tracked,-0.0902839,-1.01335,1.98937,tracked,-0.0377747,-1.0742,1.89935,inferred
