SpineBase.x,SpineBase.y,SpineBase.z,state,SpineMid.x,SpineMid.y,SpineMid.z,state,SpineShoulder.x,SpineShoulder.y,SpineShoulder.z,state,Neck.x,Neck.y,Neck.z,state,Head.x,Head.y,Head.z,state,ShoulderLeft.x,ShoulderLeft.y,ShoulderLeft.z,state,ElbowLeft.x,ElbowLeft.y,ElbowLeft.z,state,WristLeft.x,WristLeft.y,WristLeft.z,state,HandLeft.x,HandLeft.y,HandLeft.z,state,HandTipLeft.x,HandTipLeft.y,HandTipLeft.z,state,ThumbLeft.x,ThumbLeft.y,ThumbLeft.z,state,ShoulderRight.x,ShoulderRight.y,ShoulderRight.z,state,ElbowRight.x,ElbowRight.y,ElbowRight.z,state,WristRight.x,WristRight.y,WristRight.z,state,HandRight.x,HandRight.y,HandRight.z,state,HandTipRight.x,HandTipRight.y,HandTipRight.z,state,ThumbRight.x,ThumbRight.y,ThumbRight.z,state,HipLeft.x,HipLeft.y,HipLeft.z,state,KneeLeft.x,KneeLeft.y,KneeLeft.z,state,AnkleLeft.x,AnkleLeft.y,AnkleLeft.z,state,FootLeft.x,FootLeft.y,FootLeft.z,state,HipRight.x,HipRight.y,HipRight.z,state,KneeRight.x,KneeRight.y,KneeRight.z,state,AnkleRight.x,AnkleRight.y,AnkleRight.z,state,FootRight.x,FootRight.y,FootRight.z,state
-0.162781,-0.402125,1.90458,tracked,-0.195037,-0.0828974,1.89851,tracked,-0.220842,0.150402,1.88406,tracked,-0.229151,0.226194,1.8755,tracked,-0.238833,0.354413,1.85383,tracked,-0.341682,0.105413,1.77883,tracked,-0.4242,0.0283981,1.59848,tracked,-0.464699,0.0019858,1.44239,tracked,-0.488737,0.00294152,1.47292,tracked,-0.549061,-0.0361938,1.40885,tracked,-0.542605,0.0145691,1.468,tracked,-0.0196671,0.135331,1.92795,tracked,0.147204,0.00534613,1.91285,tracked,0.188825,-0.126843,1.74623,tracked,0.187163,-0.194694,1.65357,tracked,0.195859,-0.233445,1.62175,tracked,0.109111,-0.180599,1.66047,tracked,-0.233112,-0.401277,1.84515,tracked,-0.24494,-0.732728,1.90411,tracked,-0.23311,-1.03486,2.04758,tracked,-0.180749,-1.10364,1.96699,tracked,-0.0866335,-0.389054,1.89703,tracked,-0.0444209,-0.715708,1.88156,tracked,-0.0232845,-1.0196,2.02051,tracked,0.0289058,-1.08442,1.93643,tracked
-0.163277,-0.401646,1.91062,tracked,-0.195593,-0.0829706,1.90002,tracked,-0.220936,0.150299,1.88432,tracked,-0.229171,0.226113,1.87563,tracked,-0.241496,0.353605,1.85133,tracked,-0.342678,0.105283,1.7786,tracked,-0.423877,0.0278781,1.59908,tracked,-0.468716,-0.0053641,1.44568,tracked,-0.491779,-0.00970436,1.47401,tracked,-0.552029,-0.0464663,1.41827,tracked,-0.550963,0.00819546,1.46625,tracked,-0.0229326,0.13654,1.92565,tracked,0.146797,0.014919,1.9118,tracked,0.198367,-0.106127,1.73934,tracked,0.200272,-0.173814,1.63387,tracked,0.209892,-0.210603,1.59715,tracked,0.120983,-0.160612,1.63543,tracked,-0.233444,-0.401014,1.85086,tracked,-0.245075,-0.736217,1.90832,tracked,-0.233205,-1.03897,2.05057,tracked,-0.181122,-1.10696,1.9685,tracked,-0.0872925,-0.388298,1.90275,tracked,-0.0446944,-0.716721,1.88573,tracked,-0.0221161,-1.02006,2.02559,tracked,0.0301611,-1.08453,1.94104,inferred
-0.16392,-0.401613,1.9118,tracked,-0.195903,-0.0831654,1.90016,tracked,-0.220999,0.149904,1.88403,tracked,-0.229095,0.225581,1.87514,tracked,-0.244256,0.349338,1.83769,tracked,-0.342661,0.110741,1.77254,tracked,-0.423212,0.0271652,1.59868,tracked,-0.470209,-0.0115149,1.44734,tracked,-0.488266,-0.0213549,1.46935,tracked,-0.550318,-0.0605761,1.41402,tracked,-0.55121,-0.0022802,1.46425,tracked,-0.0259366,0.138588,1.91337,tracked,0.148129,0.0257108,1.8922,tracked,0.205946,-0.0857419,1.71511,tracked,0.212317,-0.15372,1.5934,tracked,0.225652,-0.189037,1.55742,tracked,0.134987,-0.147116,1.59832,tracked,-0.234239,-0.401029,1.85327,tracked,-0.245923,-0.734487,1.90791,tracked,-0.233257,-1.03764,2.04934,tracked,-0.182139,-1.10549,1.96613,tracked,-0.0877572,-0.388222,1.90311,tracked,-0.0445646,-0.717048,1.88709,tracked,-0.0224485,-1.0225,2.02278,tracked,0.0283384,-1.08614,1.93575,tracked
-0.164503,-0.402138,1.91518,tracked,-0.196286,-0.0836629,1.90062,tracked,-0.221156,0.149178,1.88351,tracked,-0.229138,0.224654,1.87415,tracked,-0.246659,0.346829,1.8305,tracked,-0.344737,0.107686,1.77154,tracked,-0.420862,0.027488,1.59969,tracked,-0.470949,-0.0164403,1.45095,tracked,-0.493985,-0.0341571,1.4707,tracked,-0.55143,-0.0758873,1.40746,tracked,-0.546235,-0.0176739,1.46075,tracked,-0.02934,0.138791,1.90631,tracked,0.149108,0.0308403,1.8834,tracked,0.207316,-0.0780217,1.70475,tracked,0.216006,-0.143523,1.58472,tracked,0.231636,-0.17884,1.54832,tracked,0.134163,-0.134123,1.58681,tracked,-0.235049,-0.402238,1.85815,tracked,-0.246199,-0.734232,1.90821,tracked,-0.233117,-1.03716,2.05006,tracked,-0.183384,-1.10523,1.96597,tracked,-0.0881307,-0.388206,1.905,tracked,-0.0446153,-0.717304,1.88831,tracked,-0.0226142,-1.02282,2.02388,tracked,0.0266053,-1.08672,1.93584,tracked
-0.165579,-0.403136,1.9193,tracked,-0.197007,-0.0847717,1.9016,tracked,-0.221448,0.147881,1.88304,tracked,-0.229285,0.223163,1.87321,tracked,-0.248327,0.341304,1.82249,tracked,-0.345633,0.109245,1.77001,tracked,-0.419627,0.00467922,1.59475,tracked,-0.476726,-0.0245839,1.445,tracked,-0.496904,-0.0456184,1.47092,tracked,-0.555069,-0.0870753,1.40742,tracked,-0.543531,-0.0281359,1.46564,tracked,-0.0325321,0.138479,1.89946,tracked,0.149972,0.0386485,1.87061,tracked,0.208945,-0.0690864,1.69149,tracked,0.217501,-0.137055,1.56411,tracked,0.235141,-0.174092,1.52808,tracked,0.139462,-0.135179,1.56596,tracked,-0.236138,-0.40394,1.86358,tracked,-0.2471,-0.735706,1.9113,tracked,-0.23341,-1.03711,2.05602,tracked,-0.184561,-1.10597,1.97231,inferred,-0.0890896,-0.388518,1.90766,tracked,-0.0446791,-0.71793,1.89192,tracked,-0.022685,-1.02433,2.02569,tracked,0.0252676,-1.08774,1.93597,tracked
-0.166756,-0.403717,1.91924,tracked,-0.202734,-0.0932181,1.89179,tracked,-0.231103,0.126374,1.85214,tracked,-0.239874,0.196886,1.83372,tracked,-0.246329,0.333082,1.80334,tracked,-0.351735,0.109749,1.76057,tracked,-0.41325,0.0119647,1.59955,tracked,-0.471799,-0.0444457,1.45885,tracked,-0.494242,-0.0570053,1.46404,tracked,-0.551049,-0.0998892,1.4066,tracked,-0.548173,-0.0346153,1.46315,tracked,-0.0364078,0.13579,1.87687,tracked,0.145574,0.0438597,1.85022,tracked,0.201165,-0.0589739,1.66699,tracked,0.207299,-0.139157,1.53022,tracked,0.23272,-0.173646,1.47973,tracked,0.129848,-0.138348,1.54386,tracked,-0.238099,-0.405016,1.86459,tracked,-0.248071,-0.734646,1.91214,tracked,-0.233409,-1.03655,2.05587,tracked,-0.188331,-1.10375,1.96679,tracked,-0.0900655,-0.388831,1.90665,tracked,-0.0445286,-0.718205,1.89467,tracked,-0.0246846,-1.02601,2.02579,tracked,0.0184008,-1.08839,1.93122,tracked
-0.167717,-0.405777,1.92544,tracked,-0.203205,-0.0961207,1.89244,tracked,-0.230826,0.124801,1.85268,tracked,-0.239433,0.195769,1.8346,tracked,-0.245331,0.327419,1.79737,tracked,-0.353113,0.108683,1.7589,tracked,-0.413179,0.0121318,1.59974,tracked,-0.47071,-0.058848,1.46574,tracked,-0.495057,-0.0686105,1.46984,tracked,-0.550567,-0.108055,1.4053,tracked,-0.546094,-0.0482639,1.45695,tracked,-0.0367862,0.135754,1.87696,tracked,0.143426,0.0483008,1.84403,tracked,0.198728,-0.0588669,1.66328,tracked,0.197848,-0.146235,1.54489,tracked,0.216012,-0.195085,1.51458,tracked,0.130147,-0.156375,1.553,tracked,-0.239158,-0.407301,1.87098,tracked,-0.249191,-0.736165,1.91619,tracked,-0.235407,-1.04152,2.05318,tracked,-0.190444,-1.10644,1.96108,tracked,-0.090699,-0.390316,1.91211,tracked,-0.0448601,-0.718909,1.89759,tracked,-0.0236629,-1.02568,2.0307,tracked,0.0201174,-1.08808,1.93658,tracked
-0.168074,-0.406191,1.92677,tracked,-0.203672,-0.0995255,1.89088,tracked,-0.23045,0.120251,1.84972,tracked,-0.23878,0.19161,1.83197,tracked,-0.242049,0.320262,1.78499,tracked,-0.352896,0.10877,1.75885,tracked,-0.41227,0.0114948,1.60065,tracked,-0.468165,-0.06541,1.46939,tracked,-0.48979,-0.0784696,1.46749,tracked,-0.548131,-0.120551,1.40799,tracked,-0.547387,-0.0568346,1.45417,tracked,-0.0379349,0.136533,1.87394,tracked,0.137587,0.0567685,1.81397,tracked,0.171866,-0.065289,1.63754,tracked,0.161779,-0.151716,1.52558,tracked,0.185534,-0.201666,1.48123,tracked,0.0976478,-0.162464,1.54924,tracked,-0.239833,-0.407868,1.87304,tracked,-0.250479,-0.735533,1.91724,tracked,-0.23572,-1.04174,2.05243,tracked,-0.191329,-1.10596,1.95906,inferred,-0.0907805,-0.390536,1.91281,tracked,-0.0452772,-0.719632,1.89936,tracked,-0.0231637,-1.02672,2.03166,tracked,0.0200188,-1.08878,1.93673,tracked
-0.168242,-0.406425,1.9315,tracked,-0.204013,-0.100778,1.89166,tracked,-0.230651,0.11923,1.85012,tracked,-0.238945,0.19068,1.8324,tracked,-0.242244,0.319412,1.78508,tracked,-0.352586,0.109011,1.75937,tracked,-0.410402,0.0094445,1.61074,tracked,-0.465551,-0.065916,1.47819,tracked,-0.492525,-0.084413,1.47118,tracked,-0.550562,-0.129891,1.41482,tracked,-0.548187,-0.0596448,1.44957,tracked,-0.0387499,0.137009,1.87408,tracked,0.137203,0.0566235,1.81389,tracked,0.162946,-0.0653696,1.63589,tracked,0.131707,-0.155218,1.53146,tracked,0.14118,-0.20314,1.50876,tracked,0.0751901,-0.167827,1.54759,tracked,-0.240347,-0.408431,1.87794,tracked,-0.251628,-0.73747,1.92084,tracked,-0.236034,-1.04418,2.05491,tracked,-0.191533,-1.10776,1.96084,tracked,-0.0905209,-0.390378,1.91724,tracked,-0.0456841,-0.719159,1.90189,tracked,-0.0233227,-1.02703,2.03252,tracked,0.0197673,-1.08846,1.93679,tracked
-0.168864,-0.40614,1.93752,tracked,-0.204761,-0.101584,1.89296,tracked,-0.231212,0.118709,1.85052,tracked,-0.23948,0.190241,1.83271,tracked,-0.242706,0.319145,1.78498,tracked,-0.352617,0.109256,1.75969,tracked,-0.409799,0.00853138,1.61426,tracked,-0.464684,-0.0661656,1.48119,tracked,-0.493351,-0.0843635,1.47449,tracked,-0.552466,-0.132523,1.41795,tracked,-0.544461,-0.0684253,1.45694,tracked,-0.0395051,0.137215,1.87432,tracked,0.132025,0.0572728,1.81365,tracked,0.139203,-0.063662,1.63308,tracked,0.104828,-0.15167,1.52731,tracked,0.111466,-0.199726,1.50475,tracked,0.0478042,-0.160664,1.54183,tracked,-0.24118,-0.408451,1.88407,tracked,-0.25302,-0.741625,1.92803,tracked,-0.237284,-1.04991,2.05873,tracked,-0.192901,-1.11231,1.96323,tracked,-0.0908392,-0.389764,1.92306,tracked,-0.046283,-0.720381,1.90682,tracked,-0.0233886,-1.02918,2.03538,tracked,0.01966,-1.08982,1.93871,tracked
